w_R,w_L,seed,mean_risk,mean_latency_ms,mean_pool_pressure
0.5,0.2,2,0.13576597970923693,6.199999999999999,0.17875349866155127
0.5,0.2,3,0.051392260134973736,3.5875,0.0
0.5,0.2,4,0.08971962099403684,3.4124999999999996,0.08778714614378752
0.5,0.2,5,0.06844347418458316,4.0375,0.12678679181583316
0.5,0.2,6,0.09010861182029309,6.7125,0.07361152369738551
0.5,0.2,7,0.11532226335187255,4.15,0.20040073198640312
0.5,0.2,8,0.1463115651537549,6.425000000000001,0.1459493086188529
0.5,0.2,9,0.11206230914748352,6.5375000000000005,0.14965879221507555
0.5,0.2,10,0.11503985997413094,3.925,0.11992342427137699
0.5,0.2,11,0.07396095574963364,3.9250000000000003,0.07672706402970318
0.5,0.2,12,0.05395061738406182,5.574999999999999,0.11272049833294963
0.5,0.2,13,0.04623967659203382,2.05,0.0
0.5,0.2,14,0.056857826451901065,3.8125,0.10732986083585674
0.5,0.2,15,0.12809375509834411,3.1874999999999996,0.09853010950941135
0.5,0.2,16,0.06311209099592324,6.2,0.08346585529063152
0.5,0.2,17,0.06404248721552915,4.4375,0.06957334473037466
0.5,0.2,18,0.07695251287968011,5.4,0.15775401764625532
0.5,0.2,19,0.11271019383776744,4.95,0.05128890430563077
0.5,0.2,20,0.1852639466767647,7.275,0.14386709440276596
0.5,0.2,21,0.09303046340984741,3.925,0.05685250895183865
0.5,0.2,22,0.12130781338631759,7.1625,0.16019190184973292
0.5,0.2,23,0.22732159097201704,5.625,0.3017524401435495
0.5,0.2,24,0.04086038702327043,3.5875,0.0
0.5,0.2,25,0.09430861630675283,4.325,0.052879821804600796
0.5,0.2,26,0.18845019243158492,3.0125,0.22639729100800485
0.5,0.2,27,0.15571927916647627,10.625,0.3562061776370029
0.5,0.2,28,0.09465056974166193,3.3,0.08262600031727582
0.5,0.2,29,0.09314060979797129,4.6625,0.18522274292495877
0.5,0.5,0,0.1564161553710611,6.6625000000000005,0.3899444951066492
0.5,0.5,1,0.12275306677496955,3.1875,0.10162458917489434
0.5,0.5,2,0.13576597970923693,6.199999999999999,0.17875349866155127
0.5,0.5,3,0.051392260134973736,3.5875,0.0
0.5,0.5,4,0.08971962099403684,3.4124999999999996,0.08778714614378752
0.5,0.5,5,0.06844347418458316,4.0375,0.12678679181583316
0.5,0.5,6,0.09010861182029309,6.7125,0.07361152369738551
0.5,0.5,7,0.11532226335187255,4.15,0.20040073198640312
0.5,0.5,8,0.1463115651537549,6.425000000000001,0.1459493086188529
0.5,0.5,9,0.0708996514390519,6.2,0.07714318669460868
0.5,0.5,10,0.11503985997413094,3.925,0.11992342427137699
0.5,0.5,11,0.07396095574963364,3.9250000000000003,0.07672706402970318
0.5,0.5,12,0.05395061738406182,5.574999999999999,0.11272049833294963
0.5,0.5,13,0.04623967659203382,2.05,0.0
0.5,0.5,14,0.056857826451901065,3.8125,0.10732986083585674
0.5,0.5,15,0.12809375509834411,3.1874999999999996,0.09853010950941135
0.5,0.5,16,0.06311209099592324,6.2,0.08346585529063152
0.5,0.5,17,0.06404248721552915,4.4375,0.06957334473037466
0.5,0.5,18,0.07695251287968011,5.4,0.15775401764625532
0.5,0.5,19,0.11271019383776744,4.95,0.05128890430563077
0.5,0.5,20,0.1852639466767647,7.275,0.14386709440276596
0.5,0.5,21,0.09303046340984741,3.925,0.05685250895183865
0.5,0.5,22,0.12130781338631759,7.1625,0.16019190184973292
0.5,0.5,23,0.22732159097201704,5.625,0.3017524401435495
0.5,0.5,24,0.04086038702327043,3.5875,0.0
0.5,0.5,25,0.09430861630675283,4.325,0.052879821804600796
0.5,0.5,26,0.18845019243158492,3.0125,0.22639729100800485
0.5,0.5,27,0.16198797610846413,9.375,0.37702623085672543
0.5,0.5,28,0.09465056974166193,3.3,0.08262600031727582
0.5,0.5,29,0.09314060979797129,4.6625,0.18522274292495877
0.5,1.0,0,0.17149465055857852,4.175,0.40139450673123767
0.5,1.0,1,0.12275306677496955,3.1875,0.10162458917489434
0.5,1.0,2,0.13576597970923693,6.199999999999999,0.17875349866155127
0.5,1.0,3,0.051392260134973736,3.5875,0.0
0.5,1.0,4,0.061883686287406835,3.1875,0.03310554146251826
0.5,1.0,5,0.06844347418458316,4.0375,0.12678679181583316
0.5,1.0,6,0.06972857028299455,4.225,0.1328548034522788
0.5,1.0,7,0.11532226335187255,4.15,0.20040073198640312
0.5,1.0,8,0.1463115651537549,6.425000000000001,0.1459493086188529
0.5,1.0,9,0.06587498969900599,3.7125000000000004,0.10828213253666102
0.5,1.0,10,0.11503985997413094,3.925,0.11992342427137699
0.5,1.0,11,0.07396095574963364,3.9250000000000003,0.07672706402970318
0.5,1.0,12,0.059728739113267176,4.324999999999999,0.14282693487538567
0.5,1.0,13,0.04623967659203382,2.05,0.0
0.5,1.0,14,0.056857826451901065,3.8125,0.10732986083585674
0.5,1.0,15,0.12809375509834411,3.1874999999999996,0.09853010950941135
0.5,1.0,16,0.06324916530595862,3.7124999999999995,0.13349061153781394
0.5,1.0,17,0.06404248721552915,4.4375,0.06957334473037466
0.5,1.0,18,0.11409537795510927,4.15,0.16116901656058252
0.5,1.0,19,0.11271019383776744,4.95,0.05128890430563077
0.5,1.0,20,0.2158232919573013,6.025,0.1498827283387018
0.5,1.0,21,0.04062479911706821,3.5875000000000004,0.0
0.5,1.0,22,0.12130781338631759,7.1625,0.16019190184973292
0.5,1.0,23,0.22732159097201704,5.625,0.3017524401435495
0.5,1.0,24,0.04086038702327043,3.5875,0.0
0.5,1.0,25,0.09430861630675283,4.325,0.052879821804600796
0.5,1.0,26,0.18845019243158492,3.0125,0.22639729100800485
0.5,1.0,27,0.19041634357052595,8.125,0.3855139325737491
0.5,1.0,28,0.09465056974166193,3.3,0.08262600031727582
0.5,1.0,29,0.09314060979797129,4.6625,0.18522274292495877
0.5,1.5,0,0.17149465055857852,4.175,0.40139450673123767
0.5,1.5,1,0.12275306677496955,3.1875,0.10162458917489434
0.5,1.5,2,0.13576597970923693,6.199999999999999,0.17875349866155127
0.5,1.5,3,0.051392260134973736,3.5875,0.0
0.5,1.5,4,0.061883686287406835,3.1875,0.03310554146251826
0.5,1.5,5,0.06844347418458316,4.0375,0.12678679181583316
0.5,1.5,6,0.06972857028299455,4.225,0.1328548034522788
0.5,1.5,7,0.11532226335187255,4.15,0.20040073198640312
0.5,1.5,8,0.1463115651537549,6.425000000000001,0.1459493086188529
0.5,1.5,9,0.06587498969900599,3.7125000000000004,0.10828213253666102
0.5,1.5,10,0.11503985997413094,3.925,0.11992342427137699
0.5,1.5,11,0.07396095574963364,3.9250000000000003,0.07672706402970318
0.5,1.5,12,0.059728739113267176,4.324999999999999,0.14282693487538567
0.5,1.5,13,0.04623967659203382,2.05,0.0
0.5,1.5,14,0.056857826451901065,3.8125,0.10732986083585674
0.5,1.5,15,0.12809375509834411,3.1874999999999996,0.09853010950941135
0.5,1.5,16,0.06324916530595862,3.7124999999999995,0.13349061153781394
0.5,1.5,17,0.06404248721552915,4.4375,0.06957334473037466
0.5,1.5,18,0.11409537795510927,4.15,0.16116901656058252
0.5,1.5,19,0.11271019383776744,4.95,0.05128890430563077
0.5,1.5,20,0.2158232919573013,6.025,0.1498827283387018
0.5,1.5,21,0.04062479911706821,3.5875000000000004,0.0
0.5,1.5,22,0.15856427253023678,3.425,0.22704334420967257
0.5,1.5,23,0.23382611004666565,4.375,0.3407136773519557
0.5,1.5,24,0.04086038702327043,3.5875,0.0
0.5,1.5,25,0.09430861630675283,4.325,0.052879821804600796
0.5,1.5,26,0.18845019243158492,3.0125,0.22639729100800485
0.5,1.5,27,0.23380507960141206,4.3875,0.45257642280155846
0.5,1.5,28,0.09465056974166193,3.3,0.08262600031727582
0.5,1.5,29,0.09314060979797129,4.6625,0.18522274292495877
0.5,2.0,0,0.17149465055857852,4.175,0.40139450673123767
0.5,2.0,1,0.12275306677496955,3.1875,0.10162458917489434
0.5,2.0,2,0.13576597970923693,6.199999999999999,0.17875349866155127
0.5,2.0,3,0.051392260134973736,3.5875,0.0
0.5,2.0,4,0.061883686287406835,3.1875,0.03310554146251826
0.5,2.0,5,0.06844347418458316,4.0375,0.12678679181583316
0.5,2.0,6,0.06972857028299455,4.225,0.1328548034522788
0.5,2.0,7,0.11532226335187255,4.15,0.20040073198640312
0.5,2.0,8,0.1463115651537549,6.425000000000001,0.1459493086188529
0.5,2.0,9,0.06587498969900599,3.7125000000000004,0.10828213253666102
0.5,2.0,10,0.11503985997413094,3.925,0.11992342427137699
0.5,2.0,11,0.07396095574963364,3.9250000000000003,0.07672706402970318
0.5,2.0,12,0.059728739113267176,4.324999999999999,0.14282693487538567
0.5,2.0,13,0.04623967659203382,2.05,0.0
0.5,2.0,14,0.056857826451901065,3.8125,0.10732986083585674
0.5,2.0,15,0.12809375509834411,3.1874999999999996,0.09853010950941135
0.5,2.0,16,0.06324916530595862,3.7124999999999995,0.13349061153781394
0.5,2.0,17,0.06404248721552915,4.4375,0.06957334473037466
0.5,2.0,18,0.11409537795510927,4.15,0.16116901656058252
0.5,2.0,19,0.11271019383776744,4.95,0.05128890430563077
0.5,2.0,20,0.2158232919573013,6.025,0.1498827283387018
0.5,2.0,21,0.04062479911706821,3.5875000000000004,0.0
0.5,2.0,22,0.15856427253023678,3.425,0.22704334420967257
0.5,2.0,23,0.23382611004666565,4.375,0.3407136773519557
0.5,2.0,24,0.04086038702327043,3.5875,0.0
0.5,2.0,25,0.09430861630675283,4.325,0.052879821804600796
0.5,2.0,26,0.18845019243158492,3.0125,0.22639729100800485
0.5,2.0,27,0.23380507960141206,4.3875,0.45257642280155846
0.5,2.0,28,0.09465056974166193,3.3,0.08262600031727582
0.5,2.0,29,0.09314060979797129,4.6625,0.18522274292495877
0.5,3.0,0,0.17149465055857852,4.175,0.40139450673123767
0.5,3.0,1,0.12275306677496955,3.1875,0.10162458917489434
0.5,3.0,2,0.13576597970923693,6.199999999999999,0.17875349866155127
0.5,3.0,3,0.051392260134973736,3.5875,0.0
0.5,3.0,4,0.061883686287406835,3.1875,0.03310554146251826
0.5,3.0,5,0.06844347418458316,4.0375,0.12678679181583316
0.5,3.0,6,0.06972857028299455,4.225,0.1328548034522788
0.5,3.0,7,0.11532226335187255,4.15,0.20040073198640312
0.5,3.0,8,0.1463115651537549,6.425000000000001,0.1459493086188529
0.5,3.0,9,0.06587498969900599,3.7125000000000004,0.10828213253666102
0.5,3.0,10,0.11503985997413094,3.925,0.11992342427137699
0.5,3.0,11,0.07396095574963364,3.9250000000000003,0.07672706402970318
0.5,3.0,12,0.059728739113267176,4.324999999999999,0.14282693487538567
0.5,3.0,13,0.04623967659203382,2.05,0.0
0.5,3.0,14,0.056857826451901065,3.8125,0.10732986083585674
0.5,3.0,15,0.12809375509834411,3.1874999999999996,0.09853010950941135
0.5,3.0,16,0.06324916530595862,3.7124999999999995,0.13349061153781394
0.5,3.0,17,0.06404248721552915,4.4375,0.06957334473037466
0.5,3.0,18,0.11409537795510927,4.15,0.16116901656058252
0.5,3.0,19,0.11271019383776744,4.95,0.05128890430563077
0.5,3.0,20,0.2158232919573013,6.025,0.1498827283387018
0.5,3.0,21,0.04062479911706821,3.5875000000000004,0.0
0.5,3.0,22,0.15856427253023678,3.425,0.22704334420967257
0.5,3.0,23,0.23382611004666565,4.375,0.3407136773519557
0.5,3.0,24,0.04086038702327043,3.5875,0.0
0.5,3.0,25,0.09430861630675283,4.325,0.052879821804600796
0.5,3.0,26,0.18845019243158492,3.0125,0.22639729100800485
0.5,3.0,27,0.23380507960141206,4.3875,0.45257642280155846
0.5,3.0,28,0.09465056974166193,3.3,0.08262600031727582
0.5,3.0,29,0.09314060979797129,4.6625,0.18522274292495877
1.0,0.2,0,0.1418610391055169,6.6625000000000005,0.4019807010446792
1.0,0.2,1,0.0783177293377601,5.6875,0.11235235779071365
1.0,0.2,2,0.13576597970923693,6.199999999999999,0.17875349866155127
1.0,0.2,3,0.051392260134973736,3.5875,0.0
1.0,0.2,4,0.061883686287406835,3.1875,0.03310554146251826
1.0,0.2,5,0.06844347418458316,4.0375,0.12678679181583316
1.0,0.2,6,0.09010861182029309,6.7125,0.07361152369738551
1.0,0.2,7,0.11532226335187255,4.15,0.20040073198640312
1.0,0.2,8,0.1463115651537549,6.425000000000001,0.1459493086188529
1.0,0.2,9,0.0708996514390519,6.2,0.07714318669460868
1.0,0.2,10,0.11503985997413094,3.925,0.11992342427137699
1.0,0.2,11,0.07396095574963364,3.9250000000000003,0.07672706402970318
1.0,0.2,12,0.05395061738406182,5.574999999999999,0.11272049833294963
1.0,0.2,13,0.04623967659203382,2.05,0.0
1.0,0.2,14,0.056857826451901065,3.8125,0.10732986083585674
1.0,0.2,15,0.0852850082135624,5.6875,0.10409638696925519
1.0,0.2,16,0.06311209099592324,6.2,0.08346585529063152
1.0,0.2,17,0.06404248721552915,4.4375,0.06957334473037466
1.0,0.2,18,0.07695251287968011,5.4,0.15775401764625532
1.0,0.2,19,0.07957166901058614,4.95,0.09604361415903233
1.0,0.2,20,0.1852639466767647,7.275,0.14386709440276596
1.0,0.2,21,0.04062479911706821,3.5875000000000004,0.0
1.0,0.2,22,0.12130781338631759,7.1625,0.16019190184973292
1.0,0.2,23,0.2153075770429572,6.875,0.2946365293409078
1.0,0.2,24,0.04086038702327043,3.5875,0.0
1.0,0.2,25,0.09430861630675283,4.325,0.052879821804600796
1.0,0.2,26,0.138389549317058,4.275,0.23179635635581503
1.0,0.2,27,0.15571927916647627,10.625,0.3562061776370029
1.0,0.2,28,0.09465056974166193,3.3,0.08262600031727582
1.0,0.2,29,0.08002518231813582,5.9125,0.1806266613320674
1.0,0.5,0,0.1418610391055169,6.6625000000000005,0.4019807010446792
1.0,0.5,1,0.10789707987251584,3.2,0.08129967133991547
1.0,0.5,2,0.13576597970923693,6.199999999999999,0.17875349866155127
1.0,0.5,3,0.051392260134973736,3.5875,0.0
1.0,0.5,4,0.061883686287406835,3.1875,0.03310554146251826
1.0,0.5,5,0.06844347418458316,4.0375,0.12678679181583316
1.0,0.5,6,0.09010861182029309,6.7125,0.07361152369738551
1.0,0.5,7,0.11532226335187255,4.15,0.20040073198640312
1.0,0.5,8,0.1463115651537549,6.425000000000001,0.1459493086188529
1.0,0.5,9,0.06587498969900599,3.7125000000000004,0.10828213253666102
1.0,0.5,10,0.11503985997413094,3.925,0.11992342427137699
1.0,0.5,11,0.07396095574963364,3.9250000000000003,0.07672706402970318
1.0,0.5,12,0.05395061738406182,5.574999999999999,0.11272049833294963
1.0,0.5,13,0.04623967659203382,2.05,0.0
1.0,0.5,14,0.056857826451901065,3.8125,0.10732986083585674
1.0,0.5,15,0.11338341587618816,3.1999999999999997,0.07882408760752908
1.0,0.5,16,0.06311209099592324,6.2,0.08346585529063152
1.0,0.5,17,0.06404248721552915,4.4375,0.06957334473037466
1.0,0.5,18,0.07695251287968011,5.4,0.15775401764625532
1.0,0.5,19,0.07957166901058614,4.95,0.09604361415903233
1.0,0.5,20,0.1852639466767647,7.275,0.14386709440276596
1.0,0.5,21,0.04062479911706821,3.5875000000000004,0.0
1.0,0.5,22,0.12130781338631759,7.1625,0.16019190184973292
1.0,0.5,23,0.22732159097201704,5.625,0.3017524401435495
1.0,0.5,24,0.04086038702327043,3.5875,0.0
1.0,0.5,25,0.09430861630675283,4.325,0.052879821804600796
1.0,0.5,26,0.138389549317058,4.275,0.23179635635581503
1.0,0.5,27,0.15571927916647627,10.625,0.3562061776370029
1.0,0.5,28,0.09465056974166193,3.3,0.08262600031727582
1.0,0.5,29,0.09314060979797129,4.6625,0.18522274292495877
1.0,1.0,0,0.1569395342930343,4.175,0.4134307126692677
