seed,attack_intensity,condition,availability,security_compliance,mean_risk_of_solution
2,0.25,TrustOnly,1.0,0.5,0.03528360712046007
2,0.25,QOPT_Oracle,1.0,1.0,0.13414610287780163
2,0.25,QOPT_QTRACE,1.0,1.0,0.1330485685892936
2,0.375,Static,1.0,1.0,0.16780356983469824
2,0.375,TrustOnly,1.0,0.5,0.04371750423718664
2,0.375,QOPT_Oracle,1.0,1.0,0.16537814682484653
2,0.375,QOPT_QTRACE,1.0,1.0,0.14801197278967648
2,0.5,Static,1.0,1.0,0.19850396557773053
2,0.5,TrustOnly,1.0,0.5,0.05164731513367191
2,0.5,QOPT_Oracle,1.0,1.0,0.19841657366864868
2,0.5,QOPT_QTRACE,1.0,1.0,0.19749345498498794
2,0.625,Static,1.0,1.0,0.2295886881145971
2,0.625,TrustOnly,1.0,1.0,0.33756355224829704
2,0.625,QOPT_Oracle,1.0,1.0,0.22710996144530468
2,0.625,QOPT_QTRACE,1.0,1.0,0.2143117592725476
2,0.75,Static,1.0,1.0,0.2636205082751447
2,0.75,TrustOnly,1.0,1.0,0.38936844878620147
2,0.75,QOPT_Oracle,1.0,1.0,0.2394518406985022
2,0.75,QOPT_QTRACE,1.0,1.0,0.22869847361267354
2,0.875,Static,1.0,1.0,0.275230897749449
2,0.875,TrustOnly,1.0,1.0,0.4131667597258678
2,0.875,QOPT_Oracle,1.0,1.0,0.24148701256919985
2,0.875,QOPT_QTRACE,1.0,1.0,0.24587282901238663
2,1.0,Static,1.0,1.0,0.32265002493753747
2,1.0,TrustOnly,1.0,1.0,0.4748231324927457
2,1.0,QOPT_Oracle,1.0,1.0,0.2757255036534097
2,1.0,QOPT_QTRACE,1.0,1.0,0.25581660252331967
3,0.0,Static,1.0,1.0,0.02008865681566364
3,0.0,TrustOnly,1.0,1.0,0.02008865681566364
3,0.0,QOPT_Oracle,1.0,1.0,0.020238177449549876
3,0.0,QOPT_QTRACE,1.0,1.0,0.025132025335593087
3,0.125,Static,1.0,1.0,0.028275366953321536
3,0.125,TrustOnly,1.0,1.0,0.028275366953321536
3,0.125,QOPT_Oracle,1.0,1.0,0.02830119335189111
3,0.125,QOPT_QTRACE,1.0,1.0,0.0306195771169273
3,0.25,Static,1.0,1.0,0.03510874114404486
3,0.25,TrustOnly,1.0,1.0,0.03510874114404486
3,0.25,QOPT_Oracle,1.0,1.0,0.03466700366293316
3,0.25,QOPT_QTRACE,1.0,1.0,0.03523503907451591
3,0.375,Static,1.0,1.0,0.04334181362085299
3,0.375,TrustOnly,1.0,1.0,0.04334181362085299
3,0.375,QOPT_Oracle,1.0,1.0,0.04327993346761347
3,0.375,QOPT_QTRACE,1.0,1.0,0.043594006258574965
3,0.5,Static,1.0,1.0,0.05117300281952528
3,0.5,TrustOnly,1.0,1.0,0.05117300281952528
3,0.5,QOPT_Oracle,1.0,1.0,0.051057317110741116
3,0.5,QOPT_QTRACE,1.0,1.0,0.051035858549647886
3,0.625,Static,1.0,1.0,0.06150059752177241
3,0.625,TrustOnly,1.0,1.0,0.3485033859567103
3,0.625,QOPT_Oracle,1.0,1.0,0.06222370776479702
3,0.625,QOPT_QTRACE,1.0,1.0,0.058967256002687346
