attack_intensity,seed,availability,security_compliance,mean_key_pool_frac,mean_risk,frac_qkd,frac_pqc,frac_hybrid
1.0,2,1.0,1.0,0.10914982926806878,0.5609832639742143,0.0,0.5,0.5
1.0,3,1.0,1.0,0.0987179135463286,0.5573504556200524,0.0,1.0,0.0
1.0,4,1.0,1.0,0.07942168703182705,0.5567541263333684,0.0,0.75,0.25
1.0,5,1.0,1.0,0.11595873875788835,0.5613149232653194,0.0,0.75,0.25
1.0,6,1.0,1.0,0.1059134897941378,0.5551164815934049,0.0,0.75,0.25
1.0,7,1.0,1.0,0.1061358187126796,0.5467017587201699,0.0,0.5,0.5
1.0,8,1.0,1.0,0.11513981550191443,0.5521911909988237,0.0,0.5,0.5
1.0,9,1.0,1.0,0.1026260851652903,0.5534416711286394,0.0,0.75,0.25
1.0,10,1.0,1.0,0.11241909892990405,0.5518608199752474,0.0,0.75,0.25
1.0,11,1.0,1.0,0.1287111038308697,0.5504202987085277,0.0,0.75,0.25
1.0,12,1.0,1.0,0.13338890296890937,0.5509795385886164,0.0,0.75,0.25
1.0,13,1.0,1.0,0.07618560408297989,0.5641721924824756,0.0,1.0,0.0
1.0,14,1.0,1.0,0.1480099824044269,0.5496441574152123,0.0,0.75,0.25
1.0,15,1.0,1.0,0.11967292166554429,0.551104058114941,0.0,0.75,0.25
1.0,16,1.0,1.0,0.15068942412332684,0.5433770425447698,0.0,0.75,0.25
1.0,17,1.0,1.0,0.11135359691643129,0.545976688219079,0.0,0.75,0.25
1.0,18,1.0,1.0,0.10236497827464328,0.5607378176514192,0.0,0.5,0.5
1.0,19,1.0,1.0,0.12454596986391435,0.5479638842208089,0.25,0.75,0.0
1.0,20,1.0,1.0,0.12147453007725813,0.5478856576027499,0.0,0.25,0.75
1.0,21,1.0,1.0,0.10891551336309016,0.551503624789812,0.0,1.0,0.0
1.0,22,1.0,1.0,0.09526195090703324,0.5570902153759703,0.0,0.5,0.5
1.0,23,1.0,1.0,0.12922812549627297,0.5452086503208358,0.25,0.0,0.75
1.0,24,1.0,1.0,0.12138438231126572,0.5491502519406766,0.0,1.0,0.0
1.0,25,1.0,1.0,0.09927100400991028,0.5491166417029036,0.25,0.75,0.0
1.0,26,1.0,1.0,0.09370610436253547,0.5594642064890356,0.0,0.25,0.75
1.0,27,1.0,1.0,0.121278984628067,0.5555508214295937,0.0,0.0,1.0
1.0,28,1.0,1.0,0.1227151030167835,0.5497559232207447,0.0,0.75,0.25
1.0,29,1.0,1.0,0.08702177138763137,0.5596150010714341,0.0,0.5,0.5
