topology,n_nodes,seed,n_qubits,solver,objective,runtime_s,violations,approximation_ratio
A,5,15,6,Exact,0.6056143736749124,7.682100113015622e-05,0,1.0
A,5,15,6,QAOA(p=2),0.6056143736749124,0.5177735170000233,0,1.0
A,5,16,6,Greedy,0.8006547533223944,1.8125007045455277e-05,0,1.0
A,5,16,6,MILP,0.8006547533223944,0.0011826120025943965,0,1.0
A,5,16,6,SimulatedAnnealing,0.8006547533223944,0.012140577004174702,0,1.0
A,5,16,6,Exact,0.8006547533223944,8.669399539940059e-05,0,1.0
A,5,16,6,QAOA(p=2),0.8006547533223944,0.42735741700744256,0,1.0
A,5,17,6,Greedy,0.6320503060778684,1.016999885905534e-05,0,1.0
A,5,17,6,MILP,0.6320503060778684,0.000861107007949613,0,1.0
A,5,17,6,SimulatedAnnealing,0.6320503060778684,0.00950761599233374,0,1.0
A,5,17,6,Exact,0.6320503060778684,7.11879984010011e-05,0,1.0
A,5,17,6,QAOA(p=2),0.6320503060778684,0.39837117500428576,0,1.0
A,5,18,6,Greedy,0.8492713965669125,2.9336995794437826e-05,0,1.0
A,5,18,6,MILP,0.8492713965669125,0.0008713499992154539,0,1.0
A,5,18,6,SimulatedAnnealing,0.8492713965669125,0.009842647996265441,0,1.0
A,5,18,6,Exact,0.8492713965669125,0.00015964200429152697,0,1.0
A,5,18,6,QAOA(p=2),0.8492713965669125,0.4676658749958733,0,1.0
A,5,19,6,Greedy,1.1321934789404757,1.0146002750843763e-05,0,1.0
A,5,19,6,MILP,1.1321934789404757,0.00109326999518089,0,1.0
A,5,19,6,SimulatedAnnealing,1.1321934789404757,0.009394709006301127,0,1.0
A,5,19,6,Exact,1.1321934789404757,7.232899952214211e-05,0,1.0
