solver,mean_AR,std_AR,mean_runtime_ms,std_runtime_ms,mean_violations
Exact,1.0,0.0,0.10107383520031968,0.041284934438391645,0.0
Greedy,1.0,0.0,0.01460230074978123,0.004333425922057215,0.0
MILP,1.0,0.0,1.2069687999125258,0.20901680891782,0.0
QAOA(p=1),1.0,0.0,346.2881284329342,104.03856772166904,0.0
QAOA(p=2),1.0,0.0,452.1698118328156,86.6553019541338,0.0
QAOA(p=3),1.0097182738097636,0.048015447648754636,562.5291849336161,81.05293944876972,0.0
SimulatedAnnealing,1.0,0.0,10.61256773440012,0.9521115345360416,0.0
